X-axis,Y-axis
5.000000,0.000000
5.213904,0.000000
5.427807,0.000000
5.641711,0.000000
5.855615,0.000000
6.069519,0.000000
6.283422,0.000000
6.497326,0.000000
6.711230,0.000000
6.925134,0.000000
7.139037,0.000000
7.352941,0.000000
7.566845,0.000000
7.780749,0.000000
7.994652,0.000000
8.208556,0.000000
8.422460,0.000000
8.636364,0.000000
8.850267,0.000000
9.064171,0.000000
9.278075,0.000000
9.491979,0.000000
9.705882,0.000000
9.919786,0.000000
10.133690,0.000000
10.347594,0.000000
10.561497,0.000000
10.775401,0.000000
10.989305,0.000000
11.203209,0.000000
11.417112,0.000000
11.631016,0.000000
11.844920,0.000000
12.058824,0.000000
12.272727,0.000000
12.486631,0.000000
12.700535,0.000000
12.914439,0.000000
13.128342,0.000000
13.342246,0.000000
13.556150,0.000000
13.770053,0.000000
13.983957,0.000000
14.197861,0.000000
14.411765,0.000000
14.625668,0.000000
14.839572,0.000000
15.053476,0.000000
15.267380,0.000000
15.481283,0.000000
15.695187,0.000000
15.909091,0.000000
16.122995,0.000000
16.336898,0.000000
16.550802,0.000000
16.764706,0.000000
16.978610,0.000000
17.192513,0.000000
17.406417,0.000000
17.620321,0.000000
17.834225,0.000000
18.048128,0.000000
18.262032,0.000000
18.475936,0.000000
18.689840,0.000000
18.903743,0.000000
19.117647,0.000000
19.331551,0.000000
19.545455,0.000000
19.759358,0.000000
19.973262,0.000000
20.187166,0.000000
20.401070,0.000000
20.614973,0.000000
20.828877,0.000000
21.042781,0.000000
21.256684,0.000000
21.470588,0.000000
21.684492,0.000000
21.898396,0.000000
22.112299,0.000000
22.326203,0.000000
22.540107,0.000000
22.754011,0.000000
22.967914,0.000000
23.181818,0.000000
23.395722,0.000000
23.609626,0.000000
23.823529,0.000000
24.037433,0.000000
24.251337,0.000000
24.465241,0.000000
24.679144,0.000000
24.893048,0.000000
25.106952,0.000000
25.320856,0.000000
25.534759,0.000000
25.748663,0.000000
25.962567,0.000000
26.176471,0.000000
26.390374,0.000000
26.604278,0.000000
26.818182,0.000000
27.032086,0.000000
27.245989,0.000000
27.459893,0.000000
27.673797,0.000000
27.887701,0.000000
28.101604,0.000000
28.315508,0.000000
28.529412,0.000000
28.743316,0.000000
28.957219,0.000000
29.171123,0.000000
29.385027,0.000000
29.598930,0.000000
29.812834,0.000000
30.026738,0.000000
30.240642,0.000000
30.454545,0.000000
30.668449,0.000000
30.882353,0.000000
31.096257,0.000000
31.310160,0.000000
31.524064,0.000000
31.737968,0.000000
31.951872,0.000000
32.165775,0.000000
32.379679,0.000000
32.593583,0.000000
32.807487,0.000000
33.021390,0.000000
33.235294,0.000000
33.449198,0.000000
33.663102,0.000000
33.877005,0.000000
34.090909,0.000000
34.304813,0.000000
34.518717,0.000000
34.732620,0.000000
34.946524,0.000000
35.160428,0.000000
35.374332,0.000000
35.588235,0.000000
35.802139,0.000000
36.016043,0.000000
36.229947,0.000000
36.443850,0.000000
36.657754,0.000000
36.871658,0.000000
37.085561,0.000000
37.299465,0.000000
37.513369,0.000000
37.727273,0.000000
37.941176,0.000000
38.155080,0.000000
38.368984,0.000000
38.582888,0.000000
38.796791,0.000000
39.010695,0.000000
39.224599,0.000000
39.438503,0.000000
39.652406,0.000000
39.866310,0.000000
40.080214,0.000000
40.294118,0.000000
40.508021,0.000000
40.721925,0.000000
40.935829,0.000000
41.149733,0.000000
41.363636,0.000000
41.577540,0.000000
41.791444,0.000000
42.005348,0.000000
42.219251,0.000000
42.433155,0.000000
42.647059,0.000000
42.860963,0.000000
43.074866,0.000000
43.288770,0.000000
43.502674,0.000000
43.716578,0.000000
43.930481,0.000000
44.144385,0.000000
44.358289,0.000000
44.572193,0.000000
44.786096,0.000000
45.000000,0.000000
50.000000,0.000000
49.998342,0.128740
49.993370,0.257394
49.985088,0.385877
49.973499,0.514105
49.958613,0.641992
49.940439,0.769453
49.918990,0.896404
49.894278,1.022760
49.866322,1.148439
49.835139,1.273356
49.800749,1.397428
49.763177,1.520574
49.722446,1.642712
49.678584,1.763760
49.631620,1.883639
49.581585,2.002270
49.528511,2.119572
49.472435,2.235469
49.413394,2.349884
49.351426,2.462740
49.286573,2.573964
49.218878,2.683481
49.148385,2.791219
49.075142,2.897105
48.999196,3.001071
48.920599,3.103047
48.839402,3.202966
48.755660,3.300761
48.669427,3.396367
48.580761,3.489721
48.489721,3.580761
48.396367,3.669427
48.300761,3.755660
48.202966,3.839402
48.103047,3.920599
48.001071,3.999196
47.897105,4.075142
47.791219,4.148385
47.683481,4.218878
47.573964,4.286573
47.462740,4.351426
47.349884,4.413394
47.235469,4.472435
47.119572,4.528511
47.002270,4.581585
46.883639,4.631620
46.763760,4.678584
46.642712,4.722446
46.520574,4.763177
46.397428,4.800749
46.273356,4.835139
46.148439,4.866322
46.022760,4.894278
45.896404,4.918990
45.769453,4.940439
45.641992,4.958613
45.514105,4.973499
45.385877,4.985088
45.257394,4.993370
45.128740,4.998342
45.000000,5.000000
50.000000,5.000000
50.000000,5.213904
50.000000,5.427807
50.000000,5.641711
50.000000,5.855615
50.000000,6.069519
50.000000,6.283422
50.000000,6.497326
50.000000,6.711230
50.000000,6.925134
50.000000,7.139037
50.000000,7.352941
50.000000,7.566845
50.000000,7.780749
50.000000,7.994652
50.000000,8.208556
50.000000,8.422460
50.000000,8.636364
50.000000,8.850267
50.000000,9.064171
50.000000,9.278075
50.000000,9.491979
50.000000,9.705882
50.000000,9.919786
50.000000,10.133690
50.000000,10.347594
50.000000,10.561497
50.000000,10.775401
50.000000,10.989305
50.000000,11.203209
50.000000,11.417112
50.000000,11.631016
50.000000,11.844920
50.000000,12.058824
50.000000,12.272727
50.000000,12.486631
50.000000,12.700535
50.000000,12.914439
50.000000,13.128342
50.000000,13.342246
50.000000,13.556150
50.000000,13.770053
50.000000,13.983957
50.000000,14.197861
50.000000,14.411765
50.000000,14.625668
50.000000,14.839572
50.000000,15.053476
50.000000,15.267380
50.000000,15.481283
50.000000,15.695187
50.000000,15.909091
50.000000,16.122995
50.000000,16.336898
50.000000,16.550802
50.000000,16.764706
50.000000,16.978610
50.000000,17.192513
50.000000,17.406417
50.000000,17.620321
50.000000,17.834225
50.000000,18.048128
50.000000,18.262032
50.000000,18.475936
50.000000,18.689840
50.000000,18.903743
50.000000,19.117647
50.000000,19.331551
50.000000,19.545455
50.000000,19.759358
50.000000,19.973262
50.000000,20.187166
50.000000,20.401070
50.000000,20.614973
50.000000,20.828877
50.000000,21.042781
50.000000,21.256684
50.000000,21.470588
50.000000,21.684492
50.000000,21.898396
50.000000,22.112299
50.000000,22.326203
50.000000,22.540107
50.000000,22.754011
50.000000,22.967914
50.000000,23.181818
50.000000,23.395722
50.000000,23.609626
50.000000,23.823529
50.000000,24.037433
50.000000,24.251337
50.000000,24.465241
50.000000,24.679144
50.000000,24.893048
50.000000,25.106952
50.000000,25.320856
50.000000,25.534759
50.000000,25.748663
50.000000,25.962567
50.000000,26.176471
50.000000,26.390374
50.000000,26.604278
50.000000,26.818182
50.000000,27.032086
50.000000,27.245989
